093000428QAAPL            I   00000001000005495100 000000000000009054N 
093000429QAAPL            I   00000001000005495100 000000000000009055N 
093000429QAAPL            @F I00000004000005495100 000000000000009058N 
093000429QAAPL            @F I00000000600005495000 000000000000009059N 
093000429QAAPL            @F I00000002500005495000 000000000000009060N 
093000429QAAPL            @F I00000001000005495000 000000000000009061N 
093000429QAAPL            @F I00000001900005495000 000000000000009062N 
093000435QAAPL            @F I00000000800005495000 000000000000009072N 
093000448QAAPL            @F  00000010000005495900 000000000000009119N 
093000449QAAPL            @F  00000010000005496000 000000000000009120N 
093000449QAAPL            @F  00000010000005496000 000000000000009121N 
093000467KAAPL            @F  00000010000005497400 000000000000009153N 
093000468QAAPL            @F I00000004200005496000 000000000000009154N 
093000468QAAPL            I   00000005400005495000 000000000000009155N 
093000468QAAPL            I   00000001500005495000 000000000000009156N 
093000468QAAPL            I   00000001000005495000 000000000000009157N 
093000468QAAPL            I   00000000200005495000 000000000000009158N 
093000468QAAPL            I   00000000100005495000 000000000000009159N 
093000469QAAPL            I   00000005000005495000 000000000000009160N 
093000469QAAPL            I   00000002100005495000 000000000000009161N 
093000469QAAPL            I   00000002000005495000 000000000000009162N 
093000469QAAPL            I   00000002500005495000 000000000000009163N 
093000469QAAPL            I   00000000200005495000 000000000000009164N 
093000478QAAPL            I   00000001800005495000 000000000000009175N 
093000478QAAPL            I   00000000500005495000 000000000000009176N 
093000489KAAPL            @F I00000001400005497400 000000000000009211N 
093000504BAAPL            I   00000002500005497000 000000000000009240N 
093000505DAAPL                00000010000005496000 000000000000009243NQ
093000507DAAPL                00000010000005495000 000000000000009248NQ
093000508QAAPL            @F  00000010000005494900 000000000000009253N 
093000512PAAPL            @FTI00000001000005494500 000000000000009258N 
093000512PAAPL            @FTI00000009000005494400 000000000000009259N 
093000537QAAPL            I   00000002000005494900 000000000000009321N 
093000542DAAPL                00000010000005495850 000000000000009341NQ
093000569QAAPL            I   00000000300005495700 000000000000009412N 
093000578QAAPL            I   00000002300005494900 000000000000009427N 
093000584QAAPL            I   00000001000005494900 000000000000009451N 
093000586PAAPL            @FTI00000001000005494400 000000000000009452N 
093000586QAAPL            I   00000003200005494900 000000000000009453N 
093000588QAAPL            @F I00000005000005494900 000000000000009459N 
093000616PAAPL            @FT 00000010000005493100 000000000000009533N 
093000630QAAPL            @F I00000000500005495700 000000000000009576N 
093000636QAAPL            I   00000002000005494900 000000000000009584N 
093000638QAAPL            I   00000000300005494900 000000000000009589N 
093000639QAAPL            I   00000000200005494900 000000000000009597N 
093000641QAAPL            I   00000001000005494900 000000000000009598N 
093000646QAAPL            I   00000005000005494900 000000000000009602N 
093000654PAAPL            @ TI00000000500005493100 000000000000009621N 
093000654PAAPL            @ TI00000000400005493100 000000000000009622N 
093000654PAAPL            @ TI00000000800005493100 000000000000009623N 
093000654KAAPL            I   00000001700005495700 000000000000009624N 
093000654PAAPL            @ TI00000001000005493100 000000000000009625N 
093000654PAAPL            @ TI00000000500005493100 000000000000009626N 
093000655KAAPL            @F  00000018300005495700 000000000000009630N 
093000659QAAPL            I   00000002000005494900 000000000000009636N 
093000660QAAPL            I   00000001000005494900 000000000000009643N 
093000660QAAPL            I   00000000100005494400 000000000000009644N 
093000662QAAPL            I   00000000900005494400 000000000000009651N 
093000662QAAPL            I   00000000800005494100 000000000000009652N 
093000664QAAPL            I   00000000200005494100 000000000000009656N 
093000664QAAPL            I   00000000100005494000 000000000000009657N 
093000666QAAPL            I   00000000100005494000 000000000000009666N 
093000673KAAPL            I   00000005000005495700 000000000000009684N 
093000673QAAPL            I   00000000100005494000 000000000000009685N 
093000686PAAPL            Q   00000000800005493100 000000000000009727N 
093000686PAAPL            I   00000000800005493100 000000000000009728N 
093000686PAAPL            I   00000004900005493100 000000000000009729N 
093000686DAAPL                00000010000005495700 000000000000009730NQ
093000698QAAPL            I   00000000500005494000 000000000000009735N 
093000721QAAPL            I   00000001000005494000 000000000000009751N 
093000724DAAPL            I   00000001000005494900 000000000000009752NQ
093000728QAAPL            I   00000000100005494000 000000000000009756N 
093000728QAAPL            I   00000001000005494000 000000000000009757N 
093000729QAAPL            I   00000000200005493800 000000000000009758N 
093000729QAAPL            I   00000000200005493100 000000000000009759N 
093000729QAAPL            I   00000000300005493100 000000000000009760N 
093000730QAAPL            I   00000001000005493100 000000000000009761N 
093000733KAAPL                00000010000005491900 000000000000009764N 
093000734YAAPL            I   00000008400005495400 000000000000009765N 
093000739QAAPL            I   00000002100005493100 000000000000009766N 
093000740QAAPL            I   00000000800005493100 000000000000009767N 
093000740QAAPL            I   00000000200005493000 000000000000009768N 
093000752DAAPL            I   00000006200005495900 000000000000009771NQ
093000761QAAPL            @F  00000010000005493300 000000000000009775N 
093000761QAAPL            @F I00000000200005493100 000000000000009776N 
093000761QAAPL            @F  00000020000005493100 000000000000009777N 
093000763KAAPL            @F  00000010000005491900 000000000000009779N 
093000763PAAPL            @F I00000001100005493100 000000000000009780N 
093000763PAAPL            @F  00000034800005492000 000000000000009781N 
093000764KAAPL            @F  00000010000005491800 000000000000009782N 
093000780DAAPL            I   00000000600005494500 000000000000009783NQ
093000782PAAPL            I   00000005000005493100 000000000000009784N 
093000782PAAPL            I   00000002500005493100 000000000000009785N 
093000782PAAPL            @F I00000002500005493100 000000000000009786N 
093000787DAAPL            I   00000000200005491000 000000000000009787NQ
093000791PAAPL            @F  00000010000005493100 000000000000009790N 
093000795PAAPL            I   00000004900005493100 000000000000009796N 
093000803DAAPL            I   00000009400005494500 000000000000009800NQ
093000804BAAPL            I   00000000600005495700 000000000000009801N 
093000816DAAPL            I   00000005800005491000 000000000000009803NQ
093000817QAAPL            I   00000000800005493000 000000000000009804N 
093000817QAAPL            I   00000000100005492500 000000000000009805N 
093000817QAAPL            I   00000001500005492500 000000000000009806N 
093000817QAAPL            I   00000001800005492200 000000000000009807N 
093000831PAAPL            I   00000005100005493100 000000000000009809N 
093000833BAAPL            I   00000000800005492200 000000000000009810N 
093000844KAAPL            @F I00000004700005495800 000000000000009811N 
093000854QAAPL            I   00000001700005492200 000000000000009814N 
093000854QAAPL            I   00000001000005492100 000000000000009815N 
093000854QAAPL            I   00000000500005492000 000000000000009816N 
093000854QAAPL            I   00000001800005492000 000000000000009817N 
093000855QAAPL            I   00000000200005492000 000000000000009818N 
093000855QAAPL            I   00000009800005492000 000000000000009819N 
093000858DAAPL                00000010000005493179 000000000000009821NN
093000858DAAPL                00000010000005493147 000000000000009822NN
093000861DAAPL                00000010000005496000 000000000000009824NQ
093000864DAAPL            I   00000000600005491000 000000000000009825NQ
093000866QAAPL            I   00000000200005492000 000000000000009826N 
093000866QAAPL            I   00000004000005492000 000000000000009827N 
093000866QAAPL            I   00000000100005491700 000000000000009828N 
093000882PAAPL                00000010000005492000 000000000000009834N 
093000882ZAAPL            I   00000005600005495400 000000000000009835N 
093000884DAAPL            I   00000002300005494900 000000000000009836NQ
093000908DAAPL            I   00000003200005494900 000000000000009841NQ
093000909DAAPL                00000010000005491350 000000000000009842NQ
093000914DAAPL                00000010000005491350 000000000000009843NQ
093000915DAAPL                00000010000005491350 000000000000009844NQ
093000932KAAPL                00000010000005495800 000000000000009845N 
093000939DAAPL            @  I00000001100005495275 000000000000009848NQ
093000939QAAPL            @F I00000003000005491700 000000000000009849N 
093000939QAAPL            @F I00000005000005493300 000000000000009850N 
093000939QAAPL            @F I00000006900005491700 000000000000009851N 
093000939QAAPL            @F I00000005600005491500 000000000000009852N 
093000939QAAPL            @F I00000001000005491500 000000000000009853N 
093000939QAAPL            @F I00000008700005491500 000000000000009854N 
093000939QAAPL            @F I00000002500005491400 000000000000009855N 
093000939QAAPL            @F I00000000100005491200 000000000000009856N 
093000939QAAPL            @F I00000008700005491200 000000000000009857N 
093000939BAAPL            @F  00000010000005491500 000000000000009858N 
093000939YAAPL            I   00000000100005491600 000000000000009859N 
093000939ZAAPL            @F I00000004400005495400 000000000000009860N 
093000939ZAAPL            @F I00000005600005495500 000000000000009861N 
093000940ZAAPL            @F I00000004400005495500 000000000000009862N 
093000940ZAAPL            @F I00000002600005495800 000000000000009863N 
093000940ZAAPL            @F I00000007400005495800 000000000000009864N 
093000940ZAAPL            @F I00000002600005495900 000000000000009865N 
093000940ZAAPL            @F I00000007400005495900 000000000000009866N 
093000940ZAAPL            @F I00000001800005495500 000000000000009867N 
093000940QAAPL            I   00000001000005491600 000000000000009868N 
093000941PAAPL            I   00000004200005492000 000000000000009869N 
093000941QAAPL            @F I00000009000005491600 000000000000009870N 
093000941QAAPL            @F I00000001000005491200 000000000000009871N 
093000941ZAAPL            @F I00000005000005495400 000000000000009872N 
093000950DAAPL            I   00000001000005491700 000000000000009873NQ
093000955KAAPL            @F  00000010000005495700 000000000000009874N 
093000955DAAPL            I   00000003000005493100 000000000000009875NQ
093000956KAAPL            @F  00000010000005495700 000000000000009876N 
093000956KAAPL            @F  00000010000005495700 000000000000009878N 
093000957KAAPL            @F I00000003600005495900 000000000000009880N 
093000966QAAPL            @F I00000000500005493500 000000000000009882N 
093000969ZAAPL                00000010000005491400 000000000000009883N 
093000977QAAPL            I   00000005000005492100 000000000000009887N 
093000977QAAPL                00000010000005491400 000000000000009888N 
093000977QAAPL            I   00000000600005491200 000000000000009889N 
093000977QAAPL                00000014400005491100 000000000000009890N 
093000981ZAAPL                00000010000005491100 000000000000009891N 
093000985DAAPL            @  I00000006000005494535 000000000000009896NQ
093000995DAAPL            @  I00000005000005494535 000000000000009901NQ
093000007NAAT             O   00000155900000313200N000000000000002281C 
093000014AAAU             O   00000010000000010800N000000000000000895C 
093000009NAAV             O   00000133200000042400N000000000000002309C 
093000106KAAV              F  00000110000000042500N000000000000002577C 
093000611QAAWW            @O X00000096800000377100 000000000000009522N 
093000612QAAWW            Q   00000096800000377100 000000000000009523N 
093000600QAAXJ            @O X00000324900000591100 000000000000009497N 
093000600QAAXJ            Q   00000324900000591100 000000000000009498N 
093000888PAAXJ            Q   00000010000000591900 000000000000009837N 
093000888PAAXJ                00000010000000591900 000000000000009838N 
093000006NAB              O   00000760600000211800N000000000000002275C 
093000097DAB               4 I00000001400000211800N000000000000002572CT
093000432NAB               F  00000010000000211800N000000000000002773C 
093000433NAB              @   00000012000000211800N000000000000002774C 
093000373QABAX            @O X00000059100000370000 000000000000008907N 
093000373QABAX            Q   00000059100000370000 000000000000008908N 
093000007PABB               TI00000006200000252300N000000000000002285C 
093000027ZABB             @   00000020000000252300N000000000000002474C 
093000034ZABB             @   00000020000000252300N000000000000002487C 
093000036ZABB             @   00000020000000252300N000000000000002488C 
093000038ZABB             @   00000020000000252300N000000000000002489C 
093000040ZABB             @   00000030000000252300N000000000000002490C 
093000082TABB               TI00000005300000252300N000000000000002561C 
093000301PABB             T   00000010000000252300N000000000000002724C 
093000301ZABB             @   00000050600000252300N000000000000002725C 
093000302TABB             T   00000030000000252300N000000000000002726C 
093000305KABB             @   00000010000000252300N000000000000002729C 
093000374TABB               TI00000004800000252300N000000000000002742C 
093000014NABC              O  00002129500000686000N000000000000002363C 
093000146DABC                I00000000100000683700N000000000000002630CT
093000347QABCB            @O X00000033000000200800 000000000000008837N 
093000347QABCB            Q   00000033000000200800 000000000000008838N 
093000648QABCO            @O X00000061900000632500 000000000000009607N 
093000648QABCO            Q   00000061900000632500 000000000000009608N 
093000282QABFS            @O X00000101100000332700 000000000000008685N 
093000282QABFS            Q   00000101100000332700 000000000000008687N 
093000505QABGB            @O X00000071000000137500 000000000000009241N 
093000505QABGB            Q   00000071000000137500 000000000000009242N 
093000486QABIO            @O X00000380000000015700 000000000000009193N 
093000486QABIO            Q   00000380000000015700 000000000000009194N 
093000299QABMD            @O X00000029500000265100 000000000000008728N 
093000299QABMD            Q   00000029500000265100 000000000000008729N 
093000007NABR             O   00000245500000065600N000000000000002277C 
093000179DABR              4  00000029400000065600N000000000000002641CT
093000192DABR              4  00000020600000065600N000000000000002643CT
093000071QABTL            @O X00000338800000124700 000000000000008310N 
093000071QABTL            Q   00000338800000124700 000000000000008311N 
093000112PABX             T   00000010000000171800N000000000000002595C 
093000139TABX              F  00000010000000171900N000000000000002618C 
093000139TABX             Q   00000010000000171900N000000000000002619C 
093000141PABX               TI00000000100000171700N000000000000002622C 
093000150TABX             @   00000010000000171700N000000000000002633C 
093000150TABX             I   00000000100000171700N000000000000002634C 
093000193PABX             T   00000010000000171700N000000000000002644C 
093000243PABX               TI00000000100000171700N000000000000002658C 
093000254PABX              FTI00000009900000171800N000000000000002662C 
093000889ZABX              F  00000010000000171700N000000000000002868C 
093000389QACAD            @O X00000514900000230200 000000000000008936N 
093000389QACAD            Q   00000514900000230200 000000000000008937N 
093000577QACAS            @O X00001439900000146100 000000000000009422N 
093000577QACAS            Q   00001439900000146100 000000000000009423N 
093000505QACAT            @O X00000292700000536100 000000000000009245N 
093000505QACAT            Q   00000292700000536100 000000000000009246N 
093000664QACCL            @O X00000043500000093300 000000000000009658N 
093000664QACCL            Q   00000043500000093300 000000000000009659N 
093000424TACE              O X00000040000000989900N000000000000002763C 
093000424TACE             Q   00000040000000989900N000000000000002764C 
093000681QACET            @O X00000197400000225000 000000000000009721N 
093000681QACET            Q   00000197400000225000 000000000000009722N 
093000759QACET                00000020000000226900 000000000000009774N 
093000441QACFN            @O X00000063100000035500 000000000000009091N 
093000441QACFN            Q   00000063100000035500 000000000000009092N 
093000059QACGL            @O X00000482000000571100 000000000000008278N 
093000060QACGL            Q   00000482000000571100 000000000000008281N 
093000547QACHC            @O X00000845000000471000 000000000000009356N 
093000547QACHC            Q   00000845000000471000 000000000000009357N 
093000595QACHN            @O X00000535000000030400 000000000000009479N 
093000595QACHN            Q   00000535000000030400 000000000000009480N 
093000014NACI              O  00002573200000041100N000000000000002357C 
093000605NACI             I   00000007500000041100N000000000000002831C 
093000165QACIW            @O X00000133200000628000 000000000000008477N 
093000166QACIW            Q   00000133200000628000 000000000000008478N 
093000266QACIW            I   00000003500000628900 000000000000008670N 
093000603QACLS            @O X00001528300000022500 000000000000009500N 
093000603QACLS            Q   00001528300000022500 000000000000009501N 
093000008NACM             O   00000711500000278500N000000000000002290C 
093000028NACM             I   00000001000000278400N000000000000002483C 
093000004NACMP             O  00000099900000510200N000000000000002263C 
093000605QACNB            @O X00000021200000181700 000000000000009503N 
093000605QACNB            Q   00000021200000181700 000000000000009504N 
093000636QACOR            @O X00000232500000295300 000000000000009582N 
093000636QACOR            Q   00000232500000295300 000000000000009583N 
093000639KACOR                00000010000000295300 000000000000009592N 
093000006NACP             O   00000741600000171400N000000000000002271C 
093000554QACPW            @O X00000184000000029900 000000000000009376N 
093000554QACPW            Q   00000184000000029900 000000000000009377N 
093000554QACPW                00000010000000030000 000000000000009378N 
093000008NACRE             O  00000050000000129300N000000000000002296C 
093000208DACRE            @   00000010000000129750N000000000000002648CT
093000220YACRE            @   00000010000000129600N000000000000002651C 
093000221NACRE            @   00000020000000129700N000000000000002653C 
093000221NACRE            @   00000020000000129800N000000000000002654C 
093000215QACRX            @O X00000929500000095400 000000000000008578N 
093000215QACRX            Q   00000929500000095400 000000000000008580N 
093000539QACST            @O X00000100000000012900 000000000000009327N 
093000539QACST            Q   00000100000000012900 000000000000009328N 
093000293PACT             T   00000010000001605000N000000000000002705C 
093000415QACTG            @O X00000512700000132100 000000000000009012N 
093000415QACTG            Q   00000512700000132100 000000000000009013N 
093000610QACTG            I   00000008000000132000 000000000000009520N 
093000434QACTS            @O X00000025000000028600 000000000000009068N 
093000434QACTS            Q   00000025000000028600 000000000000009069N 
093000417QACUR            @O X00000100000000015200 000000000000009020N 
093000417QACUR            Q   00000100000000015200 000000000000009022N 
093000006NACW             O   00000320800000036100N000000000000002267C 
093000184PACWI            T   00000010500000555000 000000000000008509N 
093000362QACWI            @O X00000813800000554500 000000000000008854N 
093000362QACWI            Q   00000813800000554500 000000000000008855N 
093000799ZACWI            @F  00000010000000554500 000000000000009797N 
093000802PACWI            Q   00000007500000554500 000000000000009798N 
093000802PACWI            I   00000007500000554500 000000000000009799N 
093000371PACWV             O I00000009000000621500N000000000000001032C 
093000371PACWV             O  00000013600000621500N000000000000001033C 
093000371PACWV             O I00000004100000621500N000000000000001035C 
093000371PACWV             O I00000000200000621500N000000000000001036C 
093000371PACWV             O I00000000200000621500N000000000000001037C 
093000371PACWV             O I00000000200000621500N000000000000001038C 
093000371PACWV             O I00000000200000621500N000000000000001039C 
093000371PACWV               Q00000027500000621500N000000000000001040C 
093000647QACWX            @O X00000103700000449100 000000000000009604N 
093000647QACWX            Q   00000103700000449100 000000000000009605N 
093000316QACXM            @O X00000141500000373600 000000000000008762N 
093000320QACXM            Q   00000141500000373600 000000000000008768N 
093000014AACY             O   00000030000000167800N000000000000000898C 
093000076QADAT            @O X00001837300000014500 000000000000008321N 
093000076QADAT            Q   00001837300000014500 000000000000008323N 
093000006QADBE            @ TI00000000200000575500 000000000000008228N 
093000494QADBE            T   00000040000000575500 000000000000009220N 
093000504QADBE            @O X00004517300000575800 000000000000009237N 
093000504QADBE            Q   00004517300000575800 000000000000009238N 
093000518QADBE            I   00000000300000575900 000000000000009273N 
093000518QADBE                00000010000000575900 000000000000009274N 
093000518QADBE            I   00000009700000575900 000000000000009275N 
093000524TADC              O X00000010000000282300N000000000000002792C 
093000524TADC                Q00000010000000282300N000000000000002793C 
093000588NADC              O  00000431200000279700N000000000000002802C 
093000438QADEP            @O X00000910200000132000 000000000000009080N 
093000438QADEP            Q   00000910200000132000 000000000000009082N 
093000537QADES            @O X00000021300000539000 000000000000009322N 
093000538QADES            Q   00000021300000539000 000000000000009324N 
093000660QADHD            @O X00000441000000190000 000000000000009642N 
093000660QADHD            Q   00000441000000190000 000000000000009645N 
093000097QADI             @O X00001595400000489000 000000000000008367N 
093000097QADI             Q   00001595400000489000 000000000000008370N 
093000014AADK   PRA        O  00000040000000259100N000000000000000901C 
093000149TADM              O X00000010000000416700N000000000000002631C 
093000149TADM             Q   00000010000000416700N000000000000002632C 
093000070QADMP            @O X00000047500000059500 000000000000008308N 
093000070QADMP            Q   00000047500000059500 000000000000008309N 
093000579QADNC            @O X00000090300000113200 000000000000009432N 
093000579QADNC            Q   00000090300000113200 000000000000009434N 
093000006PADP             @ TI00000000200000777500 000000000000008229N 
093000014QADP             T   00000010000000774300 000000000000008242N 
093000064PADP             @ TI00000000700000777500 000000000000008288N 
093000082QADP             T   00000010000000774300 000000000000008336N 
093000147QADP             T   00000010000000772900 000000000000008450N 
093000150PADP             @ TI00000004400000777500 000000000000008455N 
093000321QADP             @O X00003981000000777200 000000000000008775N 
093000323QADP             Q   00003981000000777200 000000000000008785N 
093000339QADP             @F I00000004000000772400 000000000000008822N 
093000376DADP                 00000010000000772800 000000000000008914NQ
093000517DADP                 00000010000000775100 000000000000009272NQ
093000708BADP             I   00000000700000777400 000000000000009742N 
093000335QADRD            @O X00000069900000241800 000000000000008810N 
093000336QADRD            Q   00000069900000241800 000000000000008814N 
093000625QADRE            @O X00000023100000366200 000000000000009566N 
093000625QADRE            Q   00000023100000366200 000000000000009568N 
093000391QADSK            @O X00002568300000473400 000000000000008939N 
093000391QADSK            Q   00002568300000473400 000000000000008940N 
093000010NADT              O  00002093800000396000N000000000000002313C 
093000087NADT             I   00000005000000396700N000000000000002563C 
093000195QADTN            @O X00000254700000262600 000000000000008548N 
093000195QADTN            Q   00000254700000262600 000000000000008549N 
093000000QADUS            @ TI00000000500000229300 000000000000008212N 
093000544QADUS            @O X00001099500000229000 000000000000009349N 
093000544QADUS            Q   00001099500000229000 000000000000009350N 
093000596QADVS            @O X00000815900000341800 000000000000009486N 
093000596QADVS            Q   00000815900000341800 000000000000009487N 
093000007NADX             O   00000164400000124400N000000000000002279C 
093000320QADXS            @O X00000100600000043200 000000000000008772N 
093000323QADXS            Q   00000100600000043200 000000000000008782N 
093000015AAE              O   00000010400000605400N000000000000000904C 
093000009NAEC             O   00000695300000158700N000000000000002307C 
093000427DAEC             @   00000010000000157800N000000000000002766CT
093000627KAEC              F I00000008400000157700N000000000000002842C 
093000000QAEGN            @ TI00000000500000201500 000000000000008211N 
093000306QAEGN            @O X00000897900000201500 000000000000008749N 
093000306QAEGN            Q   00000897900000201500 000000000000008751N 
093000307QAEGN                00000010000000201500 000000000000008752N 
093000307QAEGN                00000010000000201500 000000000000008754N 
093000332KAEGN            @F  00000060000000203000 000000000000008802N 
093000334KAEGN            @F I00000005000000203000 000000000000008808N 
093000988QAEGN            @F  00000010000000201500 000000000000009897N 
093000243QAEGR            @O X00000291700000654600 000000000000008617N 
093000243QAEGR            Q   00000291700000654600 000000000000008618N 
093000670BAEGR                00000010000000649800 000000000000009675N 
093000977QAEGR                00000010000000658200 000000000000009884N 
093000977QAEGR                00000012000000658900 000000000000009885N 
093000977QAEGR            I   00000006000000659200 000000000000009886N 
093000369QAEIS            @O X00000248100000218700 000000000000008888N 
093000369QAEIS            Q   00000248100000218700 000000000000008889N 
093000615PAEIS            @FT 00000010000000219500 000000000000009530N 
093000012NAEL             O   00000373100000245500N000000000000002339C 
093000015TAEM             T   00000030000000262200N000000000000002377C 
093000016TAEM               TI00000004700000262300N000000000000002378C 
093000016NAEM              O  00001289800000262500N000000000000002381C 
093000017TAEM              FTI00000004300000262300N000000000000002395C 
093000027TAEM              FT 00000020000000262200N000000000000002475C 
093000027TAEM              FT 00000020000000262200N000000000000002476C 
093000028TAEM              FT 00000010000000262300N000000000000002480C 
093000028TAEM              FT 00000010000000262300N000000000000002481C 
093000028TAEM              FTI00000005700000262300N000000000000002482C 
093000094PAEM              FT 00000010000000262500N000000000000002565C 
093000094PAEM              FT 00000010000000262500N000000000000002566C 
